usage_date,billing_period,payer_account_id,linked_account_id,account_name,business_unit,service_code,service_name,usage_type,usage_unit,region,availability_zone,resource_id,pricing_model,usage_quantity,unit_rate,unblended_cost,amortized_cost,currency_code,tag_environment,tag_team,tag_project
2024-08-01,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,ap-southeast-2,,db-8208d60c,Reserved Instance,347.2132,0.11725308,40.711817,36.640635,USD,Production,CoreAPI,Phoenix
2024-08-01,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AWSLambda,Lambda - Serverless Compute,Lambda-GB-Second,GB-Second,eu-west-1,,fn-b90d4df9,On-Demand,46394.2845,1.66e-05,0.770145,0.770145,USD,Production,CoreAPI,Phoenix
2024-08-01,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AWSLambda,Lambda - Serverless Compute,Request,Requests,ap-southeast-2,,fn-c7be7ffc,On-Demand,62619.9077,2e-07,0.012524,0.012524,USD,Production,CoreAPI,Phoenix
2024-08-01,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,ap-southeast-2,,vpc-ef2efc4d,On-Demand,20.715,0.045,0.932175,0.932175,USD,Production,CoreAPI,Phoenix
2024-08-01,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,ap-southeast-2,,vpc-4e0ba80f,On-Demand,38.4124,0.0173858,0.66783,0.66783,USD,Production,CoreAPI,Phoenix
2024-08-01,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,ap-southeast-2,,xfer-737538b7,On-Demand,322.7101,0.07338555,23.682259,23.682259,USD,Production,CoreAPI,Phoenix
2024-08-01,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,ap-southeast-2,,dist-2e0288c4,On-Demand,97.4026,0.10584998,10.310063,10.310063,USD,Production,CoreAPI,Phoenix
2024-08-01,2024-08,100000000001,200000000006,acct-mktg-prod,Marketing,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,ap-southeast-2,,dist-870f2d9f,On-Demand,333711.459,8.53e-06,2.84628,2.84628,USD,Production,CoreAPI,Phoenix
2024-08-01,2024-08,100000000001,200000000007,acct-mktg-sandbox,Marketing,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,ca-central-1,,dist-f424b7d9,On-Demand,664.3286,0.1150644,76.440572,76.440572,USD,Sandbox,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000007,acct-mktg-sandbox,Marketing,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,ca-central-1,,dist-41345eaa,On-Demand,467632.8737,9.31e-06,4.352702,4.352702,USD,Sandbox,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000007,acct-mktg-sandbox,Marketing,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,ca-central-1,,table-864c208e,On-Demand,204.3266,0.00013,0.026562,0.026562,USD,Sandbox,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000007,acct-mktg-sandbox,Marketing,AmazonDynamoDB,DynamoDB - NoSQL Database,WriteCapacityUnit-Hrs,WCU-Hrs,us-west-2,,table-e128d4a7,On-Demand,102.019,0.00065,0.066312,0.066312,USD,Sandbox,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000007,acct-mktg-sandbox,Marketing,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,ca-central-1,,xfer-fbe5f065,On-Demand,172.8052,0.08837329,15.271365,15.271365,USD,Sandbox,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000007,acct-mktg-sandbox,Marketing,AWSLambda,Lambda - Serverless Compute,Lambda-GB-Second,GB-Second,ca-central-1,,fn-0fe227cb,On-Demand,87713.0593,1.66e-05,1.456037,1.456037,USD,Sandbox,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000007,acct-mktg-sandbox,Marketing,AWSLambda,Lambda - Serverless Compute,Request,Requests,ca-central-1,,fn-880d1084,On-Demand,183101.0162,2e-07,0.03662,0.03662,USD,Sandbox,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonElastiCache,ElastiCache - In-Memory Cache,NodeUsage:cache.r6g.large,Hrs,ca-central-1,,cache-d991081f,On-Demand,30.4724,0.20481408,6.241176,6.241176,USD,Production,Platform,Horizon
2024-08-01,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,ca-central-1,,db-0aefaa52,On-Demand,41.2821,0.3021887,12.474984,12.474984,USD,Production,Platform,Horizon
2024-08-01,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,eu-central-1,,db-7f8d4bed,On-Demand,24.3616,0.07623152,1.857122,1.857122,USD,Production,Platform,Horizon
2024-08-01,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,ca-central-1,,db-7ce4f6d4,On-Demand,975.2318,0.11875037,115.809139,115.809139,USD,Production,Platform,Horizon
2024-08-01,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,ca-central-1,,xfer-868c04ec,On-Demand,562.1607,0.07556055,42.477169,42.477169,USD,Production,Platform,Horizon
2024-08-01,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonRoute53,Route 53 - DNS,HostedZone,Hrs,ca-central-1,,zone-b704c890,On-Demand,4.6574,0.0007,0.00326,0.00326,USD,Production,Platform,Horizon
2024-08-01,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonRoute53,Route 53 - DNS,DNS-Queries,Requests,ca-central-1,,zone-89e3ad53,On-Demand,655416.7231,6e-07,0.392176,0.392176,USD,Production,Platform,Horizon
2024-08-01,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,ca-central-1,,dist-543a6849,On-Demand,520.2049,0.10764751,55.998764,55.998764,USD,Production,Platform,Horizon
2024-08-01,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,ca-central-1,,dist-be4459e8,On-Demand,638705.8578,9.22e-06,5.889673,5.889673,USD,Production,Platform,Horizon
2024-08-01,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,ca-central-1,,vpc-70e596e2,On-Demand,14.9565,0.045,0.673042,0.673042,USD,Production,Platform,Horizon
2024-08-01,2024-08,100000000001,200000000008,acct-fin-prod,Finance,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,ca-central-1,,vpc-cbc14736,On-Demand,560.2318,0.01853984,10.38661,10.38661,USD,Production,Platform,Horizon
2024-08-01,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,us-east-1,,dist-2c16d74a,On-Demand,197.4729,0.11169065,22.055877,22.055877,USD,Staging,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,us-east-1,,dist-47967a64,On-Demand,476288.638,7.52e-06,3.579316,3.579316,USD,Staging,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,us-east-1,,vpc-d7c55d3f,On-Demand,7.8106,0.045,0.351477,0.351477,USD,Staging,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,us-east-1,,vpc-efed16c6,On-Demand,649.2432,0.01500766,9.743622,9.743622,USD,Staging,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,us-east-1,,db-02eabdd2,Reserved Instance,5.4982,0.30299711,1.665939,1.499345,USD,Staging,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,us-west-2,,db-4601c580,On-Demand,13.5647,0.0860152,1.16677,1.16677,USD,Staging,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,us-east-1,,db-7e8a80f8,On-Demand,138.8734,0.132768,18.437943,18.437943,USD,Staging,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000009,acct-shared-network,SharedServices,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,us-east-1,,xfer-c995f911,On-Demand,395.8818,0.05475641,21.677068,21.677068,USD,Staging,Platform,Atlas
2024-08-01,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.r5.large,Hrs,eu-west-1,,db-b0ad54c4,On-Demand,14.9286,0.30982872,4.625309,4.625309,USD,Staging,Analytics,Horizon
2024-08-01,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonRDS,RDS - Managed Database,InstanceUsage:db.t3.medium,Hrs,eu-west-1,,db-47feda90,On-Demand,5.1664,0.08458576,0.437004,0.437004,USD,Staging,Analytics,Horizon
2024-08-01,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonRDS,RDS - Managed Database,RDS:StorageUsage,GB-Mo,eu-west-1,,db-5600e516,On-Demand,268.4912,0.1000427,26.860584,26.860584,USD,Staging,Analytics,Horizon
2024-08-01,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonEC2,EC2 - Compute,BoxUsage:m5.large,Hrs,us-east-1,us-east-1b,i-26956d2d,On-Demand,2.9512,0.10718108,0.316313,0.316313,USD,Staging,Analytics,Horizon
2024-08-01,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonEC2,EC2 - Compute,BoxUsage:m5.xlarge,Hrs,eu-west-1,eu-west-1a,i-297652ae,Savings Plan,3.4206,0.17643122,0.603501,0.543151,USD,Staging,Analytics,Horizon
2024-08-01,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonEC2,EC2 - Compute,BoxUsage:t3.medium,Hrs,eu-west-1,eu-west-1b,i-3d41db02,On-Demand,2.6136,0.0308835,0.080717,0.080717,USD,Staging,Analytics,Horizon
2024-08-01,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonEC2,EC2 - Compute,BoxUsage:c5.2xlarge,Hrs,eu-west-1,eu-west-1c,i-0627270b,On-Demand,13.1352,0.31536631,4.1424,4.1424,USD,Staging,Analytics,Horizon
2024-08-01,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonDynamoDB,DynamoDB - NoSQL Database,ReadCapacityUnit-Hrs,RCU-Hrs,eu-west-1,,table-67c6101b,On-Demand,74.3258,0.00013,0.009662,0.009662,USD,Staging,Analytics,Horizon
2024-08-01,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonDynamoDB,DynamoDB - NoSQL Database,WriteCapacityUnit-Hrs,WCU-Hrs,eu-west-1,,table-b564c710,On-Demand,28.1614,0.00065,0.018305,0.018305,USD,Staging,Analytics,Horizon
2024-08-01,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonVPC,VPC - Networking,NatGateway-Hours,Hrs,eu-west-1,,vpc-615ec82c,On-Demand,13.4309,0.045,0.60439,0.60439,USD,Staging,Analytics,Horizon
2024-08-01,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonVPC,VPC - Networking,DataTransfer-Regional-Bytes,GB,eu-west-1,,vpc-367ce816,On-Demand,249.35,0.01373061,3.423727,3.423727,USD,Staging,Analytics,Horizon
2024-08-01,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonCloudFront,CloudFront - CDN,DataTransfer-Out-Bytes,GB,eu-west-1,,dist-d8df293b,On-Demand,158.3098,0.09810624,15.531179,15.531179,USD,Staging,Analytics,Horizon
2024-08-01,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AmazonCloudFront,CloudFront - CDN,Requests-HTTPS,Requests,eu-west-1,,dist-fa8a9449,On-Demand,153807.4315,8.07e-06,1.241041,1.241041,USD,Staging,Analytics,Horizon
2024-08-01,2024-08,100000000001,200000000010,acct-shared-security,SharedServices,AWSDataTransfer,Data Transfer,DataTransfer-Out-Internet,GB,ap-southeast-1,,xfer-673e6c2e,On-Demand,179.8699,0.07089004,12.750984,12.750984,USD,Staging,Analytics,Horizon
2024-08-01,2024-08,100000000001,200000000011,acct-shared-logging,SharedServices,AWSLambda,Lambda - Serverless Compute,Lambda-GB-Second,GB-Second,us-west-2,,fn-c5b6de24,On-Demand,37705.6722,1.66e-05,0.625914,0.625914,USD,Staging,Growth,Horizon
2024-08-01,2024-08,100000000001,200000000011,acct-shared-logging,SharedServices,AWSLambda,Lambda - Serverless Compute,Request,Requests,us-east-1,,fn-172dced0,On-Demand,430370.6681,2e-07,0.086074,0.086074,USD,Staging,Growth,Horizon
